L,V,E,proba
0.0001,44.455555555555556,3.4000000000000004,0.9999970949895544
0.0001,50.0,3.4000000000000004,0.9999963246977779
0.0001,5.644444444444444,4.5,0.9999999825382665
0.0001,11.188888888888888,4.5,0.9999998699477954
0.0001,16.733333333333334,4.5,0.9999996949348156
0.0001,22.27777777777778,4.5,0.9999994531013638
0.0001,27.822222222222223,4.5,0.9999991435552783
0.0001,33.36666666666667,4.5,0.9999987659974794
0.0001,38.91111111111111,4.5,0.999998320299445
0.0001,44.455555555555556,4.5,0.9999978063968724
0.0001,50.0,4.5,0.999997224254085
0.0001,5.644444444444444,5.6,0.9999999993333193
0.0001,11.188888888888888,5.6,0.9999999022360204
0.0001,16.733333333333334,5.6,0.9999997593665897
0.0001,22.27777777777778,5.6,0.9999995639140967
0.0001,27.822222222222223,5.6,0.9999993144968214
0.0001,33.36666666666667,5.6,0.9999990106514856
0.0001,38.91111111111111,5.6,0.9999986521789218
0.0001,44.455555555555556,5.6,0.9999982389793883
0.0001,50.0,5.6,0.9999977709974512
0.0001,11.188888888888888,6.7,0.999999926633788
0.0001,16.733333333333334,6.7,0.9999998044548313
0.0001,22.27777777777778,6.7,0.9999996397024812
0.0001,27.822222222222223,6.7,0.9999994303988429
0.0001,33.36666666666667,6.7,0.9999991758807055
0.0001,38.91111111111111,6.7,0.9999988758629035
0.0001,44.455555555555556,6.7,0.9999985302025789
0.0001,50.0,6.7,0.9999981388202851
0.0001,11.188888888888888,7.800000000000001,0.9999999469368964
0.0001,16.733333333333334,7.800000000000001,0.9999998386892706
0.0001,22.27777777777778,7.800000000000001,0.9999996955142961
0.0001,27.822222222222223,7.800000000000001,0.9999995147312811
0.0001,33.36666666666667,7.800000000000001,0.9999992954413334
0.0001,38.91111111111111,7.800000000000001,0.9999990372579249
0.0001,44.455555555555556,7.800000000000001,0.9999987399873898
0.0001,50.0,7.800000000000001,0.9999984035219972
0.0001,11.188888888888888,8.9,0.9999999650645693
0.0001,16.733333333333334,8.9,0.99999986636247
0.0001,22.27777777777778,8.9,0.9999997389579722
0.0001,27.822222222222223,8.9,0.9999995793609631
0.0001,33.36666666666667,8.9,0.9999993864011175
0.0001,38.91111111111111,8.9,0.9999991595751749
0.0001,44.455555555555556,8.9,0.9999988986309625
0.0001,50.0,8.9,0.9999986034281856
0.0001,11.188888888888888,10.0,0.9999999820915723
0.0001,16.733333333333334,10.0,0.9999998898782633
0.0001,22.27777777777778,10.0,0.9999997742942311
0.0001,27.822222222222223,10.0,0.9999996309333138
0.0001,33.36666666666667,10.0,0.9999994583180017
0.0001,38.91111111111111,10.0,0.9999992558129267
0.0001,44.455555555555556,10.0,0.999999023099708
0.0001,50.0,10.0,0.9999987600012069
1.1112,5.644444444444444,0.1,0.00017027864669277406
1.1112,11.188888888888888,0.1,4.037625089016771e-06
1.1112,16.733333333333334,0.1,2.576708908653168e-07
1.1112,22.27777777777778,0.1,2.6682425813884756e-08
1.1112,27.822222222222223,0.1,3.727043745956229e-09
1.1112,33.36666666666667,0.1,6.408534381055431e-10
1.1112,38.91111111111111,0.1,1.2864484664554667e-10
1.1112,44.455555555555556,0.1,2.914426589636045e-11
1.1112,50.0,0.1,7.280757206270298e-12
1.1112,5.644444444444444,1.2000000000000002,0.0035814964644278894
1.1112,11.188888888888888,1.2000000000000002,7.443728415937479e-05
1.1112,16.733333333333334,1.2000000000000002,4.4454399909716605e-06
1.1112,22.27777777777778,1.2000000000000002,4.413894944086218e-07
1.1112,27.822222222222223,1.2000000000000002,5.984444147323437e-08
1.1112,33.36666666666667,1.2000000000000002,1.0060317390494165e-08
1.1112,38.91111111111111,1.2000000000000002,1.983677674486073e-09
1.1112,44.455555555555556,1.2000000000000002,4.428603936632188e-10
1.1112,50.0,1.2000000000000002,1.0928259523396488e-10
1.1112,5.644444444444444,2.3000000000000003,0.013127037517801024
1.1112,11.188888888888888,2.3000000000000003,0.0002245675775303199
1.1112,16.733333333333334,2.3000000000000003,1.2402500768551384e-05
1.1112,22.27777777777778,2.3000000000000003,1.1754725214753758e-06
1.1112,27.822222222222223,2.3000000000000003,1.5434397994356905e-07
1.1112,33.36666666666667,2.3000000000000003,2.5333068315832448e-08
1.1112,38.91111111111111,2.3000000000000003,4.902224093153754e-09
1.1112,44.455555555555556,2.3000000000000003,1.077853436781619e-09
1.1112,50.0,2.3000000000000003,2.6261029197685293e-10
1.1112,5.644444444444444,3.4000000000000004,0.0430913883456729
1.1112,11.188888888888888,3.4000000000000004,0.0005399294876720079
1.1112,16.733333333333334,3.4000000000000004,2.709447353371167e-05
1.1112,22.27777777777778,3.4000000000000004,2.436549726367204e-06
1.1112,27.822222222222223,3.4000000000000004,3.089541874469218e-07
1.1112,33.36666666666667,3.4000000000000004,4.943157672156886e-08
1.1112,38.91111111111111,3.4000000000000004,9.37810505051489e-09
1.1112,44.455555555555556,3.4000000000000004,2.0293302493987246e-09
1.1112,50.0,3.4000000000000004,4.879300194898272e-10
1.1112,5.644444444444444,4.5,0.16317251864487597
1.1112,11.188888888888888,4.5,0.0012130025473288564
1.1112,16.733333333333334,4.5,5.396429500048604e-05
1.1112,22.27777777777778,4.5,4.569428799290652e-06
1.1112,27.822222222222223,4.5,5.575998040486211e-07
1.1112,33.36666666666667,4.5,8.680117107107734e-08
1.1112,38.91111111111111,4.5,1.6126373032809485e-08
1.1112,44.455555555555556,4.5,3.4316936237815593e-09
1.1112,50.0,4.5,8.138190174786205e-10
1.1112,5.644444444444444,5.6,0.9213400915833678
1.1112,11.188888888888888,5.6,0.0027082156866792247
1.1112,16.733333333333334,5.6,0.00010325412544765792
1.1112,22.27777777777778,5.6,8.153630393483609e-06
1.1112,27.822222222222223,5.6,9.535876728280296e-07
1.1112,33.36666666666667,5.6,1.4411375657377666e-07
1.1112,38.91111111111111,5.6,2.618449400672957e-08
1.1112,44.455555555555556,5.6,5.4748736348900014e-09
1.1112,50.0,5.6,1.2798098421263555e-09
1.1112,11.188888888888888,6.7,0.006254195610543418
1.1112,16.733333333333334,6.7,0.00019483103302169412
1.1112,22.27777777777778,6.7,1.4177272801522713e-05
1.1112,27.822222222222223,6.7,1.5813442939176203e-06
1.1112,33.36666666666667,6.7,2.3142966406490533e-07
1.1112,38.91111111111111,6.7,4.106194427569493e-08
1.1112,44.455555555555556,6.7,8.427717438734223e-09
1.1112,50.0,6.7,1.9406416459059346e-09
1.1112,11.188888888888888,7.800000000000001,0.015540623979686507
1.1112,16.733333333333334,7.800000000000001,0.00036868175101601103
1.1112,22.27777777777778,7.800000000000001,2.4354102815596146e-05
1.1112,27.822222222222223,7.800000000000001,2.5758446575156204e-06
1.1112,33.36666666666667,7.800000000000001,3.640044507837954e-07
1.1112,38.91111111111111,7.800000000000001,6.296276838567389e-08
1.1112,44.455555555555556,7.800000000000001,1.2671642679637938e-08
1.1112,50.0,7.800000000000001,2.8722179836016188e-09
1.1112,11.188888888888888,8.9,0.04389336355306031
1.1112,16.733333333333334,8.9,0.0007090136417612025
1.1112,22.27777777777778,8.9,4.171636417898495e-05
1.1112,27.822222222222223,8.9,4.1552499331721665e-06
1.1112,33.36666666666667,8.9,5.651258716970078e-07
1.1112,38.91111111111111,8.9,9.511892972168361e-08
1.1112,44.455555555555556,8.9,1.8749300246954637e-08
1.1112,50.0,8.9,4.1799879954710045e-09
1.1112,11.188888888888888,10.0,0.15562783143958223
1.1112,16.733333333333334,10.0,0.001403408498191029
1.1112,22.27777777777778,10.0,7.175612686152924e-05
1.1112,27.822222222222223,10.0,6.676639402829625e-06
1.1112,33.36666666666667,10.0,8.706155834973866e-07
1.1112,38.91111111111111,10.0,1.4229328530084555e-07
1.1112,44.455555555555556,10.0,2.743532029222641e-08
1.1112,50.0,10.0,6.010785104241162e-09
2.2223,5.644444444444444,0.1,1.0398201545822615e-07
2.2223,11.188888888888888,0.1,1.1512791592071558e-10
2.2223,16.733333333333334,0.1,6.99347085372496e-13
2.2223,22.27777777777778,0.1,9.970895431107173e-15
2.2223,27.822222222222223,0.1,2.42779055733146e-16
2.2223,33.36666666666667,0.1,8.604433242000511e-18
2.2223,38.91111111111111,0.1,4.0422320138312386e-19
2.2223,44.455555555555556,0.1,2.3697820575650458e-20
2.2223,50.0,0.1,1.6631839829804986e-21
2.2223,5.644444444444444,1.2000000000000002,4.754775357063737e-06
2.2223,11.188888888888888,1.2000000000000002,3.615505656417753e-09
2.2223,16.733333333333334,1.2000000000000002,1.8567314007866343e-11
2.2223,22.27777777777778,1.2000000000000002,2.391978012751552e-13
2.2223,27.822222222222223,1.2000000000000002,5.43105973359616e-15
2.2223,33.36666666666667,1.2000000000000002,1.8273350157390215e-16
2.2223,38.91111111111111,1.2000000000000002,8.242529479928651e-18
2.2223,44.455555555555556,1.2000000000000002,4.6756499266936315e-19
2.2223,50.0,1.2000000000000002,3.192809864105252e-20
2.2223,5.644444444444444,2.3000000000000003,4.218146348962267e-05
2.2223,11.188888888888888,2.3000000000000003,1.9151254804955112e-08
2.2223,16.733333333333334,2.3000000000000003,8.096659400343469e-11
2.2223,22.27777777777778,2.3000000000000003,9.329195705763556e-13
2.2223,27.822222222222223,2.3000000000000003,1.9650417075677693e-14
2.2223,33.36666666666667,2.3000000000000003,6.257503969872911e-16
2.2223,38.91111111111111,2.3000000000000003,2.7047454748591705e-17
2.2223,44.455555555555556,2.3000000000000003,1.482539482859775e-18
2.2223,50.0,2.3000000000000003,9.840188033492938e-20
2.2223,5.644444444444444,3.4000000000000004,0.00039885512867793706
2.2223,11.188888888888888,3.4000000000000004,8.382158665100905e-08
2.2223,16.733333333333334,3.4000000000000004,2.813094282497319e-10
2.2223,22.27777777777778,3.4000000000000004,2.8624091374563606e-12
2.2223,27.822222222222223,3.4000000000000004,5.5590607168800164e-14
2.2223,33.36666666666667,3.4000000000000004,1.6695902966366477e-15
2.2223,38.91111111111111,3.4000000000000004,6.900117004054142e-17
2.2223,44.455555555555556,3.4000000000000004,3.6490469483391146e-18
2.2223,50.0,3.4000000000000004,2.351647525531827e-19
2.2223,5.644444444444444,4.5,0.00627473205336272
2.2223,11.188888888888888,4.5,3.583080295698842e-07
2.2223,16.733333333333334,4.5,9.086952350285675e-10
2.2223,22.27777777777778,4.5,8.038633682546316e-12
2.2223,27.822222222222223,4.5,1.4291512976144083e-13
2.2223,33.36666666666667,4.5,4.0321902382003816e-15
2.2223,38.91111111111111,4.5,1.589416755021327e-16
2.2223,44.455555555555556,4.5,8.09627414705213e-18
2.2223,50.0,4.5,5.060153003437294e-19
2.2223,5.644444444444444,5.6,0.7244608550091275
2.2223,11.188888888888888,5.6,1.609699735702805e-06
2.2223,16.733333333333334,5.6,2.8834120950297574e-09
2.2223,22.27777777777778,5.6,2.175455283674448e-11
2.2223,27.822222222222223,5.6,3.511015432830236e-13
2.2223,33.36666666666667,5.6,9.263904979294781e-15
2.2223,38.91111111111111,5.6,3.473369303607353e-16
2.2223,44.455555555555556,5.6,1.701123622635453e-17
2.2223,50.0,5.6,1.029788037365892e-18
2.2223,11.188888888888888,6.7,8.055424762689125e-06
2.2223,16.733333333333334,6.7,9.257720282969542e-09
2.2223,22.27777777777778,6.7,5.817565740815267e-11
2.2223,27.822222222222223,6.7,8.440327910225801e-13
2.2223,33.36666666666667,6.7,2.0720683007080982e-14
2.2223,38.91111111111111,6.7,7.367161058980237e-16
2.2223,44.455555555555556,6.7,3.462277470442281e-17
2.2223,50.0,6.7,2.027263052665301e-18
2.2223,11.188888888888888,7.800000000000001,4.820114903822974e-05
2.2223,16.733333333333334,7.800000000000001,3.0718915958206956e-08
2.2223,22.27777777777778,7.800000000000001,1.5609780503120462e-10
2.2223,27.822222222222223,7.800000000000001,2.0126583202539643e-12
2.2223,33.36666666666667,7.800000000000001,4.5707544440897196e-14
2.2223,38.91111111111111,7.800000000000001,1.5358809940651046e-15
2.2223,44.455555555555556,7.800000000000001,6.91122575738734e-17
2.2223,50.0,7.800000000000001,3.908353473329274e-18
2.2223,11.188888888888888,8.9,0.00038850667314695934
2.2223,16.733333333333334,8.9,1.0737374714916919e-07
2.2223,22.27777777777778,8.9,4.249298962875706e-10
2.2223,27.822222222222223,8.9,4.80372149080421e-12
2.2223,33.36666666666667,8.9,1.0025778944516106e-13
2.2223,38.91111111111111,8.9,3.1720056640398707e-15
2.2223,44.455555555555556,8.9,1.3634473512444007e-16
2.2223,50.0,8.9,7.434803940572886e-18
2.2223,11.188888888888888,10.0,0.0055870216339862465
2.2223,16.733333333333334,10.0,4.036089402562541e-07
2.2223,22.27777777777778,10.0,1.1844453947237906e-09
2.2223,27.822222222222223,10.0,1.1552881676302469e-11
2.2223,33.36666666666667,10.0,2.1994029036004625e-13
2.2223,38.91111111111111,10.0,6.524645675680052e-15
2.2223,44.455555555555556,10.0,2.672036803707163e-16
2.2223,50.0,10.0,1.402526257136252e-17
3.3334,5.644444444444444,0.1,6.356419243422654e-11
3.3334,11.188888888888888,0.1,3.282904777217723e-15
3.3334,16.733333333333334,0.1,1.898114567658893e-18
3.3334,22.27777777777778,0.1,3.726004072608713e-21
3.3334,27.822222222222223,0.1,1.5814592306416389e-23
3.3334,33.36666666666667,0.1,1.1552762137364613e-25
3.3334,38.91111111111111,0.1,1.270135584914917e-27
3.3334,44.455555555555556,0.1,1.926920042961342e-29
3.3334,50.0,0.1,3.799303951657302e-31
3.3334,5.644444444444444,1.2000000000000002,6.3065301039347515e-09
3.3334,11.188888888888888,1.2000000000000002,1.7561329594623223e-13
3.3334,16.733333333333334,1.2000000000000002,7.755058986754987e-17
3.3334,22.27777777777778,1.2000000000000002,1.2962615906674672e-19
3.3334,27.822222222222223,1.2000000000000002,4.928847639734655e-22
3.3334,33.36666666666667,1.2000000000000002,3.3191332019176864e-24
3.3334,38.91111111111111,1.2000000000000002,3.4249159291438256e-26
3.3334,44.455555555555556,1.2000000000000002,4.93647718021279e-28
3.3334,50.0,1.2000000000000002,9.328141239082092e-30
3.3334,5.644444444444444,2.3000000000000003,1.346269072567531e-07
3.3334,11.188888888888888,2.3000000000000003,1.6331417825412643e-12
3.3334,16.733333333333334,2.3000000000000003,5.285702990083858e-16
3.3334,22.27777777777778,2.3000000000000003,7.404165269339331e-19
3.3334,27.822222222222223,2.3000000000000003,2.501807520926795e-21
3.3334,33.36666666666667,2.3000000000000003,1.545661835518866e-23
3.3334,38.91111111111111,2.3000000000000003,1.4923120586660762e-25
3.3334,44.455555555555556,2.3000000000000003,2.0391671510248377e-27
3.3334,50.0,2.3000000000000003,3.687186052480696e-29
3.3334,5.644444444444444,3.4000000000000004,3.5990058180136532e-06
3.3334,11.188888888888888,3.4000000000000004,1.3009928349820713e-11
3.3334,16.733333333333334,3.4000000000000004,2.9206875613162753e-15
3.3334,22.27777777777778,3.4000000000000004,3.3626998230847407e-18
3.3334,27.822222222222223,3.4000000000000004,1.0002504859067523e-20
3.3334,33.36666666666667,3.4000000000000004,5.639172354430848e-23
3.3334,38.91111111111111,3.4000000000000004,5.076890764830904e-25
3.3334,44.455555555555556,3.4000000000000004,6.561545936599984e-27
3.3334,50.0,3.4000000000000004,1.1334096829591332e-28
3.3334,5.644444444444444,4.5,0.00021834106636683132
3.3334,11.188888888888888,4.5,1.0577442438326335e-10
3.3334,16.733333333333334,4.5,1.5301047676581237e-14
3.3334,22.27777777777778,4.5,1.4141715766828374e-17
3.3334,27.822222222222223,4.5,3.662973557952468e-20
3.3334,33.36666666666667,4.5,1.8730805141664319e-22
3.3334,38.91111111111111,4.5,1.5665305676474642e-24
3.3334,44.455555555555556,4.5,1.9101255046128372e-26
3.3334,50.0,4.5,3.14629516873033e-28
3.3334,5.644444444444444,5.6,0.49525482019319483
3.3334,11.188888888888888,5.6,9.553110796217236e-10
3.3334,16.733333333333334,5.6,8.051659624040086e-14
3.3334,22.27777777777778,5.6,5.804276254454206e-17
3.3334,27.822222222222223,5.6,1.292720851072704e-19
3.3334,33.36666666666667,5.6,5.955013327998159e-22
3.3334,38.91111111111111,5.6,4.6074193069329894e-24
3.3334,44.455555555555556,5.6,5.285640865124005e-26
3.3334,50.0,5.6,8.286101320225511e-28
3.3334,11.188888888888888,6.7,1.0337119397665639e-08
3.3334,16.733333333333334,6.7,4.3985201950783385e-13
3.3334,22.27777777777778,6.7,2.387191757421874e-16
3.3334,27.822222222222223,6.7,4.504970789763958e-19
3.3334,33.36666666666667,6.7,1.8551929521250906e-21
3.3334,38.91111111111111,6.7,1.3217849944060735e-23
3.3334,44.455555555555556,6.7,1.422373895039903e-25
3.3334,50.0,6.7,2.117750844916137e-27
3.3334,11.188888888888888,7.800000000000001,1.4809516966323324e-07
3.3334,16.733333333333334,7.800000000000001,2.559011854049123e-12
3.3334,22.27777777777778,7.800000000000001,1.0004984995537586e-15
3.3334,27.822222222222223,7.800000000000001,1.5726062479282872e-18
3.3334,33.36666666666667,7.800000000000001,5.739433618925125e-21
3.3334,38.91111111111111,7.800000000000001,3.746548086735646e-23
3.3334,44.455555555555556,7.800000000000001,3.7694435198369894e-25
3.3334,50.0,7.800000000000001,5.318268654161107e-27
3.3334,11.188888888888888,8.9,3.3467401243912673e-06
3.3334,16.733333333333334,8.9,1.62541792044431e-11
3.3334,22.27777777777778,8.9,4.328314857217032e-15
3.3334,27.822222222222223,8.9,5.553383775958292e-18
3.3334,33.36666666666667,8.9,1.77865193028611e-20
3.3334,38.91111111111111,8.9,1.0577936142802625e-22
3.3334,44.455555555555556,8.9,9.914976277869945e-25
3.3334,50.0,8.9,1.3224035490024317e-26
3.3334,11.188888888888888,10.0,0.00018216920970485129
3.3334,16.733333333333334,10.0,1.1597841906726569e-10
3.3334,22.27777777777778,10.0,1.9550337418513236e-14
3.3334,27.822222222222223,10.0,1.9990392949316355e-17
3.3334,33.36666666666667,10.0,5.556265535926827e-20
3.3334,38.91111111111111,10.0,2.991778490722332e-22
3.3334,44.455555555555556,10.0,2.6024046912075475e-24
3.3334,50.0,10.0,3.2725839722806887e-26
4.4445,5.644444444444444,0.1,3.8856807462325835e-14
4.4445,11.188888888888888,0.1,9.361294961657768e-20
4.4445,16.733333333333334,0.1,5.151717919994494e-24
4.4445,22.27777777777778,0.1,1.3923630475341433e-27
4.4445,27.822222222222223,0.1,1.0301602379287079e-30
4.4445,33.36666666666667,0.1,1.5511342728657725e-33
4.4445,38.91111111111111,0.1,3.9909742898160205e-36
4.4445,44.455555555555556,0.1,1.5668195478622624e-38
4.4445,50.0,0.1,8.678961957781216e-41
4.4445,5.644444444444444,1.2000000000000002,8.364700714533137e-12
4.4445,11.188888888888888,1.2000000000000002,8.52993541643059e-18
4.4445,16.733333333333334,1.2000000000000002,3.239075930075258e-22
4.4445,22.27777777777778,1.2000000000000002,7.024705505162472e-26
4.4445,27.822222222222223,1.2000000000000002,4.473075283160672e-29
4.4445,33.36666666666667,1.2000000000000002,6.02880430637237e-32
4.4445,38.91111111111111,1.2000000000000002,1.4231127896196277e-34
4.4445,44.455555555555556,1.2000000000000002,5.211854465758537e-37
4.4445,50.0,1.2000000000000002,2.725317907417909e-39
4.4445,5.644444444444444,2.3000000000000003,4.296676713496157e-10
4.4445,11.188888888888888,2.3000000000000003,1.3926774494552093e-16
4.4445,16.733333333333334,2.3000000000000003,3.450639914322314e-21
4.4445,22.27777777777778,2.3000000000000003,5.876354732470699e-25
4.4445,27.822222222222223,2.3000000000000003,3.185194923680834e-28
4.4445,33.36666666666667,2.3000000000000003,3.8179288759254137e-31
4.4445,38.91111111111111,2.3000000000000003,8.233659326322199e-34
4.4445,44.455555555555556,2.3000000000000003,2.804783763193788e-36
4.4445,50.0,2.3000000000000003,1.3816139426740593e-38
4.4445,5.644444444444444,3.4000000000000004,3.2467523630761805e-08
4.4445,11.188888888888888,3.4000000000000004,2.0192677852186985e-15
4.4445,16.733333333333334,3.4000000000000004,3.0323959930316534e-20
4.4445,22.27777777777778,3.4000000000000004,3.950431107909845e-24
4.4445,27.822222222222223,3.4000000000000004,1.7997663373574935e-27
4.4445,33.36666666666667,3.4000000000000004,1.9046747520657077e-30
4.4445,38.91111111111111,3.4000000000000004,3.735417794057928e-33
4.4445,44.455555555555556,3.4000000000000004,1.179866570302903e-35
4.4445,50.0,3.4000000000000004,5.462627776817974e-38
4.4445,5.644444444444444,4.5,7.570096841092011e-06
4.4445,11.188888888888888,4.5,3.122516346625117e-14
4.4445,16.733333333333334,4.5,2.5764640431237846e-19
4.4445,22.27777777777778,4.5,2.487837270948307e-23
4.4445,27.822222222222223,4.5,9.388351890143242e-27
4.4445,33.36666666666667,4.5,8.701054278916898e-30
4.4445,38.91111111111111,4.5,1.5439739210129277e-32
4.4445,44.455555555555556,4.5,4.506491970384831e-35
4.4445,50.0,4.5,1.9562992032160907e-37
4.4445,5.644444444444444,5.6,0.303704621485037
4.4445,11.188888888888888,5.6,5.669494831720657e-13
4.4445,16.733333333333334,5.6,2.24835092865248e-18
4.4445,22.27777777777778,5.6,1.548624009447053e-22
4.4445,27.822222222222223,5.6,4.759669191914987e-26
4.4445,33.36666666666667,5.6,3.827995193808191e-29
4.4445,38.91111111111111,5.6,6.111734979592247e-32
4.4445,44.455555555555556,5.6,1.64232622387467e-34
4.4445,50.0,5.6,6.667340520352947e-37
4.4445,11.188888888888888,6.7,1.326503975074979e-11
4.4445,16.733333333333334,6.7,2.0898211679900597e-17
4.4445,22.27777777777778,6.7,9.795651206108357e-22
4.4445,27.822222222222223,6.7,2.404499212884031e-25
4.4445,33.36666666666667,6.7,1.661017104715349e-28
4.4445,38.91111111111111,6.7,2.3714909412865485e-31
4.4445,44.455555555555556,6.7,5.843400809330815e-34
4.4445,50.0,6.7,2.2122776002091376e-36
4.4445,11.188888888888888,7.800000000000001,4.5500035428430044e-10
4.4445,16.733333333333334,7.800000000000001,2.1317619305768777e-16
4.4445,22.27777777777778,7.800000000000001,6.41262859099865e-21
4.4445,27.822222222222223,7.800000000000001,1.228768135223797e-24
4.4445,33.36666666666667,7.800000000000001,7.2069280178992545e-28
4.4445,38.91111111111111,7.800000000000001,9.139134230101374e-31
4.4445,44.455555555555556,7.800000000000001,2.055887761162125e-33
4.4445,50.0,7.800000000000001,7.236802318634628e-36
4.4445,11.188888888888888,8.9,2.8823248695508212e-08
4.4445,16.733333333333334,8.9,2.460548619757941e-15
4.4445,22.27777777777778,8.9,4.408800054503599e-20
4.4445,27.822222222222223,8.9,6.420037344389821e-24
4.4445,33.36666666666667,8.9,3.155468225080764e-27
4.4445,38.91111111111111,8.9,3.527507353145872e-30
4.4445,44.455555555555556,8.9,7.210161397211403e-33
4.4445,50.0,8.9,2.352114676314487e-35
4.4445,11.188888888888888,10.0,5.920397168675231e-06
4.4445,16.733333333333334,10.0,3.3326790217839426e-14
4.4445,22.27777777777778,10.0,3.22695917123478e-19
4.4445,27.822222222222223,10.0,3.459014135716074e-23
4.4445,33.36666666666667,10.0,1.4036576315866206e-26
4.4445,38.91111111111111,10.0,1.3718351895968545e-29
4.4445,44.455555555555556,10.0,2.5345871611584907e-32
4.4445,50.0,10.0,7.636082248824539e-35
5.5556,5.644444444444444,0.1,2.3753176575305717e-17
5.5556,11.188888888888888,0.1,2.669399489358081e-24
5.5556,16.733333333333334,0.1,1.3982400208816953e-29
5.5556,22.27777777777778,0.1,5.203093765759593e-34
5.5556,27.822222222222223,0.1,6.710448775709277e-38
5.5556,33.36666666666667,0.1,2.0826340089502314e-41
5.5556,38.91111111111111,0.1,1.2540295674842726e-44
5.5556,44.455555555555556,0.1,1.2740141992557514e-47
5.5556,50.0,0.1,1.9825836948832743e-50
5.5556,5.644444444444444,1.2000000000000002,1.1094566548636753e-14
5.5556,11.188888888888888,1.2000000000000002,4.1431827707827717e-22
5.5556,16.733333333333334,1.2000000000000002,1.3528733822285101e-27
5.5556,22.27777777777778,1.2000000000000002,3.806830950599273e-32
5.5556,27.822222222222223,1.2000000000000002,4.059448364263106e-36
5.5556,33.36666666666667,1.2000000000000002,1.0950594373113512e-39
5.5556,38.91111111111111,1.2000000000000002,5.9132838699640594e-43
5.5556,44.455555555555556,1.2000000000000002,5.502593444800637e-46
5.5556,50.0,1.2000000000000002,7.962312647426627e-49
5.5556,5.644444444444444,2.3000000000000003,1.3713030982417808e-12
5.5556,11.188888888888888,2.3000000000000003,1.1876191638439554e-20
5.5556,16.733333333333334,2.3000000000000003,2.2526645633801155e-26
5.5556,22.27777777777778,2.3000000000000003,4.663799859361021e-31
5.5556,27.822222222222223,2.3000000000000003,4.0552546976449855e-35
5.5556,33.36666666666667,2.3000000000000003,9.430640368196547e-39
5.5556,38.91111111111111,2.3000000000000003,4.542826381938434e-42
5.5556,44.455555555555556,2.3000000000000003,3.857855377045284e-45
5.5556,50.0,2.3000000000000003,5.1770023519889216e-48
5.5556,5.644444444444444,3.4000000000000004,2.928969659099912e-10
5.5556,11.188888888888888,3.4000000000000004,3.1341005720877783e-19
5.5556,16.733333333333334,3.4000000000000004,3.148376971349247e-25
5.5556,22.27777777777778,3.4000000000000004,4.6408858237086915e-30
5.5556,27.822222222222223,3.4000000000000004,3.238347708622963e-34
5.5556,33.36666666666667,3.4000000000000004,6.43318856588253e-38
5.5556,38.91111111111111,3.4000000000000004,2.748403844499367e-41
5.5556,44.455555555555556,3.4000000000000004,2.121581007233907e-44
5.5556,50.0,3.4000000000000004,2.6327904796220797e-47
5.5556,5.644444444444444,4.5,2.624295776587069e-07
5.5556,11.188888888888888,4.5,9.217831617861382e-18
5.5556,16.733333333333334,4.5,4.338374146542664e-24
5.5556,22.27777777777778,4.5,4.376650180763454e-29
5.5556,27.822222222222223,4.5,2.4062732045061275e-33
5.5556,33.36666666666667,4.5,4.041916243966052e-37
5.5556,38.91111111111111,4.5,1.5217420700241756e-40
5.5556,44.455555555555556,4.5,1.0632008122031295e-43
5.5556,50.0,4.5,1.2163851028790445e-46
